Specimen_code,Species_name,Provenance,Family,New_tip_label,
RB866,Linum trigynum,Spain,Linaceae,RB866_Linum trigynum_Spain_Linaceae,*
RB931,Viola kitaibeliana,Spain,Violaceae,RB931_Viola kitaibeliana_Spain_Violaceae,*
RB54,Carrichtera annua,Morocco,Brassicaceae,RB54_Carrichtera annua_Morocco_Brassicaceae,
ODN30,Carrichtera annua,Canary Islands,Brassicaceae,ODN30_Carrichtera annua_Canary Islands_Brassicaceae,
S1408,Eruca_vesicaria,Unknown,Brassicaceae,S1408_Eruca_vesicaria_Unknown_Brassicaceae,
RB59,Raphanus raphanistrum,Tunisia,Brassicaceae,RB59_Raphanus raphanistrum_Tunisia_Brassicaceae,
RB743,Raphanus raphanistrum,Spain,Brassicaceae,RB743_Raphanus raphanistrum_Spain_Brassicaceae,
RB744,Hirschfeldia incana,Morocco,Brassicaceae,RB744_Hirschfeldia incana_Morocco_Brassicaceae,
RB391,Hirschfeldia incana,Canary Islands,Brassicaceae,RB391_Hirschfeldia incana_Canary Islands_Brassicaceae,
RB34,Hirschfeldia incana,Spain,Brassicaceae,RB34_Hirschfeldia incana_Spain_Brassicaceae,
RB36,Diplotaxis catholica,Portugal,Brassicaceae,RB36_Diplotaxis catholica_Portugal_Brassicaceae,*
RB39,Brassica insularis,France (Corsica),Brassicaceae,RB39_Brassica insularis_France (Corsica)_Brassicaceae,
S0912-2,Brassica_bourgeaui,Canary Islands,Brassicaceae,S0912-2_Brassica_bourgeaui_Canary Islands_Brassicaceae,
S0912,Brassica_bourgeaui,Canary Islands,Brassicaceae,S0912_Brassica_bourgeaui_Canary Islands_Brassicaceae,
S0970,Brassica_montana,Unknown,Brassicaceae,S0970_Brassica_montana_Unknown_Brassicaceae,
RB360,Eruca vesicaria,Canary Islands,Brassicaceae,RB360_Eruca vesicaria_Canary Islands_Brassicaceae,
RB77,Diplotaxis muralis,France,Brassicaceae,RB77_Diplotaxis muralis_France_Brassicaceae,
RB708,Diplotaxis muralis,Spain,Brassicaceae,RB708_Diplotaxis muralis_Spain_Brassicaceae,
ODN34,Cakile maritima,Canary Islands,Brassicaceae,ODN34_Cakile maritima_Canary Islands_Brassicaceae,
RB38,Cakile maritima,Portugal,Brassicaceae,RB38_Cakile maritima_Portugal_Brassicaceae,
S0702,Crambe_microcarpa,Canary Islands,Brassicaceae,S0702_Crambe_microcarpa_Canary Islands_Brassicaceae,
ODN163,Crambe santosii,Canary Islands,Brassicaceae,ODN163_Crambe santosii_Canary Islands_Brassicaceae,
S0460,Crambe_strigosa,Canary Islands,Brassicaceae,S0460_Crambe_strigosa_Canary Islands_Brassicaceae,
S0570,Crambe_pritzelii,Canary Islands,Brassicaceae,S0570_Crambe_pritzelii_Canary Islands_Brassicaceae,
ODN61,Crambe arborea,Canary Islands,Brassicaceae,ODN61_Crambe arborea_Canary Islands_Brassicaceae,
S0714,Crambe_scoparia,Canary Islands,Brassicaceae,S0714_Crambe_scoparia_Canary Islands_Brassicaceae,
S0698-2,Crambe_tamadabensis,Canary Islands,Brassicaceae,S0698-2_Crambe_tamadabensis_Canary Islands_Brassicaceae,
RB334,Crambe gomeraea,Canary Islands,Brassicaceae,RB334_Crambe gomeraea_Canary Islands_Brassicaceae,
S1892,Crambe_wildprettii,Canary Islands,Brassicaceae,S1892_Crambe_wildprettii_Canary Islands_Brassicaceae,
RB509,Crambe feuilleei,Canary Islands,Brassicaceae,RB509_Crambe feuilleei_Canary Islands_Brassicaceae,
S0715,Crambe_scaberrima,Canary Islands,Brassicaceae,S0715_Crambe_scaberrima_Canary Islands_Brassicaceae,
S0711-2,Crambe_laevigata,Canary Islands,Brassicaceae,S0711-2_Crambe_laevigata_Canary Islands_Brassicaceae,
S0699,Crambe_sventenii,Canary Islands,Brassicaceae,S0699_Crambe_sventenii_Canary Islands_Brassicaceae,
S0924,Crambe_kralikii,Unknown,Brassicaceae,S0924_Crambe_kralikii_Unknown_Brassicaceae,
S1310,Crambe_kilimandscharica,Unknown,Brassicaceae,S1310_Crambe_kilimandscharica_Unknown_Brassicaceae,
RB706,Succowia balearica,Italy,Brassicaceae,RB706_Succowia balearica_Italy_Brassicaceae,
ODN87,Sisymbrium irio,Canary Islands,Brassicaceae,ODN87_Sisymbrium irio_Canary Islands_Brassicaceae,
RB742,Sisymbrium irio,Spain,Brassicaceae,RB742_Sisymbrium irio_Spain_Brassicaceae,
RB33,Sisymbrium irio,Portugal,Brassicaceae,RB33_Sisymbrium irio_Portugal_Brassicaceae,
RB707,Sisymbrium erysimoides,Spain,Brassicaceae,RB707_Sisymbrium erysimoides_Spain_Brassicaceae,
RB51,Sisymbrium erysimoides,Morocco,Brassicaceae,RB51_Sisymbrium erysimoides_Morocco_Brassicaceae,
RB387,Sisymbrium erysimoides,Canary Islands,Brassicaceae,RB387_Sisymbrium erysimoides_Canary Islands_Brassicaceae,
RB50,Thlaspi arvense,Netherlands,Brassicaceae,RB50_Thlaspi arvense_Netherlands_Brassicaceae,
RB386,Thlaspi arvense,Canary Islands,Brassicaceae,RB386_Thlaspi arvense_Canary Islands_Brassicaceae,
S1376,Thlaspi_arvense,Unknown,Brassicaceae,S1376_Thlaspi_arvense_Unknown_Brassicaceae,
RB726,Lobularia maritima,Morocco,Brassicaceae,RB726_Lobularia maritima_Morocco_Brassicaceae,
S0555,Lobularia_maritima,Unknown,Brassicaceae,S0555_Lobularia_maritima_Unknown_Brassicaceae,
RB1076,Anthemis arvensis,Morocco,Asteraceae,RB1076_Anthemis arvensis_Morocco_Asteraceae,*
P05357788,Lobularia libyca,Canary Islands,Brassicaceae,P05357788_Lobularia libyca_Canary Islands_Brassicaceae,
RB585,Lobularia maritima,Canary Islands,Brassicaceae,RB585_Lobularia maritima_Canary Islands_Brassicaceae,
ODN165,Lobularia canariensis,Canary Islands,Brassicaceae,ODN165_Lobularia canariensis_Canary Islands_Brassicaceae,
RB723,Notoceras bicorne,Portugal,Brassicaceae,RB723_Notoceras bicorne_Portugal_Brassicaceae,
S0642,Notoceras_bicorne,Canary Islands,Brassicaceae,S0642_Notoceras_bicorne_Canary Islands_Brassicaceae,
S1428,Marcus-kochia_littorea,Unknown,Brassicaceae,S1428_Marcus-kochia_littorea_Unknown_Brassicaceae,
RB63,Marcus-kochia littorea,Portugal,Brassicaceae,RB63_Marcus-kochia littorea_Portugal_Brassicaceae,
RB668,Alyssum simplex,Spain,Brassicaceae,RB668_Alyssum simplex_Spain_Brassicaceae,
RB56,Alyssum simplex,Morocco,Brassicaceae,RB56_Alyssum simplex_Morocco_Brassicaceae,
RB682,Alyssum granatense,Spain,Brassicaceae,RB682_Alyssum granatense_Spain_Brassicaceae,
RB55,Alyssum granatense,Morocco,Brassicaceae,RB55_Alyssum granatense_Morocco_Brassicaceae,
RB725,Matthiola longipetala,Egypt,Brassicaceae,RB725_Matthiola longipetala_Egypt_Brassicaceae,
RB390,Matthiola bolleana,Canary Islands,Brassicaceae,RB390_Matthiola bolleana_Canary Islands_Brassicaceae,
RB61,Matthiola longipetala,Morocco,Brassicaceae,RB61_Matthiola longipetala_Morocco_Brassicaceae,
RB724,Matthiola parviflora,Morocco,Brassicaceae,RB724_Matthiola parviflora_Morocco_Brassicaceae,
RB60,Matthiola parviflora,Spain,Brassicaceae,RB60_Matthiola parviflora_Spain_Brassicaceae,
S0603,Matthiola_parviflora,Canary Islands,Brassicaceae,S0603_Matthiola_parviflora_Canary Islands_Brassicaceae,
RB312,Cardamine hirsuta,Canary Islands,Brassicaceae,RB312_Cardamine hirsuta_Canary Islands_Brassicaceae,
RB66,Cardamine flexuosa,Spain,Brassicaceae,RB66_Cardamine flexuosa_Spain_Brassicaceae,
RB42,Cardamine hirsuta,Morocco,Brassicaceae,RB42_Cardamine hirsuta_Morocco_Brassicaceae,*
RB586,Arabidopsis thaliana,Canary Islands,Brassicaceae,RB586_Arabidopsis thaliana_Canary Islands_Brassicaceae,
RB681,Arabidopsis thaliana,Portugal,Brassicaceae,RB681_Arabidopsis thaliana_Portugal_Brassicaceae,
RB43,Arabidopsis thaliana,Spain,Brassicaceae,RB43_Arabidopsis thaliana_Spain_Brassicaceae,
RB659,Capsella bursa-pastoris,Spain,Brassicaceae,RB659_Capsella bursa-pastoris_Spain_Brassicaceae,
RB314,Capsella bursa-pastoris,Canary Islands,Brassicaceae,RB314_Capsella bursa-pastoris_Canary Islands_Brassicaceae,
RB313,Capsella rubella,Canary Islands,Brassicaceae,RB313_Capsella rubella_Canary Islands_Brassicaceae,
RB679,Capsella rubella,France,Brassicaceae,RB679_Capsella rubella_France_Brassicaceae,
RB67,Capsella bursa-pastoris,Greece,Brassicaceae,RB67_Capsella bursa-pastoris_Greece_Brassicaceae,
RB37,Capsella rubella,Spain,Brassicaceae,RB37_Capsella rubella_Spain_Brassicaceae,
RB738,Cardamine hirsuta,Portugal,Brassicaceae,RB738_Cardamine hirsuta_Portugal_Brassicaceae,
RB678,Cardamine flexuosa,Portugal,Brassicaceae,RB678_Cardamine flexuosa_Portugal_Brassicaceae,
S0607,Erysimum_bicolor,Canary Islands,Brassicaceae,S0607_Erysimum_bicolor_Canary Islands_Brassicaceae,
RB594,Marcus-kochia littorea,Canary Islands,Brassicaceae,RB594_Marcus-kochia littorea_Canary Islands_Brassicaceae,*
S0862,Erysimum_virescens,Canary Islands,Brassicaceae,S0862_Erysimum_virescens_Canary Islands_Brassicaceae,
S0786,Erysimum_albescens,Canary Islands,Brassicaceae,S0786_Erysimum_albescens_Canary Islands_Brassicaceae,
RB958,Erysimum semperflorens,Morocco,Brassicaceae,RB958_Erysimum semperflorens_Morocco_Brassicaceae,
RB35,Erysimum grandiflorum,Morocco,Brassicaceae,RB35_Erysimum grandiflorum_Morocco_Brassicaceae,
RB328,Descurainia artemisioides,Canary Islands,Brassicaceae,RB328_Descurainia artemisioides_Canary Islands_Brassicaceae,
ODN53,Descurainia millefolia,Canary Islands,Brassicaceae,ODN53_Descurainia millefolia_Canary Islands_Brassicaceae,
RB325,Descurainia preauxiana,Canary Islands,Brassicaceae,RB325_Descurainia preauxiana_Canary Islands_Brassicaceae,
RB326,Descurainia gilva,Canary Islands,Brassicaceae,RB326_Descurainia gilva_Canary Islands_Brassicaceae,
ODN54,Descurainia gonzalezii,Canary Islands,Brassicaceae,ODN54_Descurainia gonzalezii_Canary Islands_Brassicaceae,
RB327,Descurainia lemsii,Canary Islands,Brassicaceae,RB327_Descurainia lemsii_Canary Islands_Brassicaceae,
ODN55,Descurainia bourgaeana,Canary Islands,Brassicaceae,ODN55_Descurainia bourgaeana_Canary Islands_Brassicaceae,
RB52,Descurainia tanacetifolia,Italy,Brassicaceae,RB52_Descurainia tanacetifolia_Italy_Brassicaceae,
RB949,Descurainia tanacetifolia,France,Brassicaceae,RB949_Descurainia tanacetifolia_France_Brassicaceae,
RB192,Laurus nobilis,France,Lauraceae,RB192_Laurus nobilis_France_Lauraceae,
