Specimen_code,Species_name,Provenance,Family,New_tip_label,
RB868,Persea borbonia,USA,Lauraceae,RB868_Persea borbonia_USA_Lauraceae,
RB220,Persea veraguasensis,Costa Rica,Lauraceae,RB220_Persea veraguasensis_Costa Rica_Lauraceae,
ODN167,Persea barbujana,Canary Islands,Lauraceae,ODN167_Persea barbujana_Canary Islands_Lauraceae,
ODN136,Ocotea foetens,Canary Islands,Lauraceae,ODN136_Ocotea foetens_Canary Islands_Lauraceae,
RB869-2,Ocotea kenyensis,Ethiopia,Lauraceae,RB869-2_Ocotea kenyensis_Ethiopia_Lauraceae,
RB248,Chelidonium majus,Italy,Papaveraceae,RB248_Chelidonium majus_Italy_Papaveraceae,
RB302,Chelidonium majus,Canary Islands,Papaveraceae,RB302_Chelidonium majus_Canary Islands_Papaveraceae,
RB879,Chelidonium majus,Portugal,Papaveraceae,RB879_Chelidonium majus_Portugal_Papaveraceae,
RB864,Ceratocapnos heterocarpa,Algeria,Papaveraceae,RB864_Ceratocapnos heterocarpa_Algeria_Papaveraceae,
RB247,Platycapnos spicatus,Spain,Papaveraceae,RB247_Platycapnos spicatus_Spain_Papaveraceae,
P03185140,Platycapnos spicatus,Canary Islands,Papaveraceae,P03185140_Platycapnos spicatus_Canary Islands_Papaveraceae,
RB262,Osyris lanceolata,Ethiopia,Santalaceae,RB262_Osyris lanceolata_Ethiopia_Santalaceae,
RB902,Osyris lanceolata,Morocco,Santalaceae,RB902_Osyris lanceolata_Morocco_Santalaceae,
RB106,Umbilicus heylandianus,Morocco,Crassulaceae,RB106_Umbilicus heylandianus_Morocco_Crassulaceae,*
RB7,Ilex aquifolium,Spain,Aquifoliaceae,RB7_Ilex aquifolium_Spain_Aquifoliaceae,
RB646,Ilex aquifolium,Italy,Aquifoliaceae,RB646_Ilex aquifolium_Italy_Aquifoliaceae,
RB463,Ilex perado,Canary Islands,Aquifoliaceae,RB463_Ilex perado_Canary Islands_Aquifoliaceae,
ODN116,Ilex canariensis,Canary Islands,Aquifoliaceae,ODN116_Ilex canariensis_Canary Islands_Aquifoliaceae,
RB671,Ilex integerrima,Brazil,Aquifoliaceae,RB671_Ilex integerrima_Brazil_Aquifoliaceae,
RB901,Plantago afra,Portugal,Plantaginaceae,RB901_Plantago afra_Portugal_Plantaginaceae,
RB265,Plantago afra,Spain,Plantaginaceae,RB265_Plantago afra_Spain_Plantaginaceae,
RB613,Plantago afra,Canary Islands,Plantaginaceae,RB613_Plantago afra_Canary Islands_Plantaginaceae,
RB232,Plantago phaeostoma,Egypt,Plantaginaceae,RB232_Plantago phaeostoma_Egypt_Plantaginaceae,
RB1001,Plantago phaeostoma,Egypt,Plantaginaceae,RB1001_Plantago phaeostoma_Egypt_Plantaginaceae,
RB607,Plantago webbii,Canary Islands,Plantaginaceae,RB607_Plantago webbii_Canary Islands_Plantaginaceae,
RB981,Plantago arborescens,Canary Islands,Plantaginaceae,RB981_Plantago arborescens_Canary Islands_Plantaginaceae,
RB898,Plantago lanceolata,Spain,Plantaginaceae,RB898_Plantago lanceolata_Spain_Plantaginaceae,
RB611,Plantago famarae,Canary Islands,Plantaginaceae,RB611_Plantago famarae_Canary Islands_Plantaginaceae,
RB233,Plantago loeflingii,Spain,Plantaginaceae,RB233_Plantago loeflingii_Spain_Plantaginaceae,
RB900,Plantago amplexicaulis,Morocco,Plantaginaceae,RB900_Plantago amplexicaulis_Morocco_Plantaginaceae,
RB266,Plantago amplexicaulis,Spain,Plantaginaceae,RB266_Plantago amplexicaulis_Spain_Plantaginaceae,
RB929,Plantago ciliata,Tunisia,Plantaginaceae,RB929_Plantago ciliata_Tunisia_Plantaginaceae,
RB897,Plantago ovata,Spain,Plantaginaceae,RB897_Plantago ovata_Spain_Plantaginaceae,
RB608,Plantago ovata,Canary Islands,Plantaginaceae,RB608_Plantago ovata_Canary Islands_Plantaginaceae,
RB938,Plantago albicans,Portugal,Plantaginaceae,RB938_Plantago albicans_Portugal_Plantaginaceae,
RB609,Plantago loeflingii,Canary Islands,Plantaginaceae,RB609_Plantago loeflingii_Canary Islands_Plantaginaceae,
RB250,Plantago albicans,Morocco,Plantaginaceae,RB250_Plantago albicans_Morocco_Plantaginaceae,
RB254-2,#N/A,#N/A,#N/A,RB254-2_Plantago ovata_Morocco_Plantaginaceae,
RB251,Plantago ciliata,Algeria,Plantaginaceae,RB251_Plantago ciliata_Algeria_Plantaginaceae,
K17_and_K18,Plantago lagopus,Morocco,Plantaginaceae,K17_and_K18_Plantago lagopus_Morocco_Plantaginaceae,
RB795,Plantago lanceolata,Canary Islands,Plantaginaceae,RB795_Plantago lanceolata_Canary Islands_Plantaginaceae,
RB610,Plantago lagopus,Canary Islands,Plantaginaceae,RB610_Plantago lagopus_Canary Islands_Plantaginaceae,
RB252,Plantago lanceolata,France,Plantaginaceae,RB252_Plantago lanceolata_France_Plantaginaceae,
RB930-2,#N/A,#N/A,#N/A,RB930-2_Plantago loeflingii_Netherlands_Plantaginaceae,
P00966167,Plantago asphodeloides,Canary Islands,Plantaginaceae,P00966167_Plantago asphodeloides_Canary Islands_Plantaginaceae,
RB899,Plantago coronopus,Portugal,Plantaginaceae,RB899_Plantago coronopus_Portugal_Plantaginaceae,
RB253,Plantago coronopus,Morocco,Plantaginaceae,RB253_Plantago coronopus_Morocco_Plantaginaceae,
ODN50,Digitalis isabelliana,Canary Islands,Plantaginaceae,ODN50_Digitalis isabelliana_Canary Islands_Plantaginaceae,*
RB937,Veronica arvensis,Portugal,Plantaginaceae,RB937_Veronica arvensis_Portugal_Plantaginaceae,
RB633,Veronica arvensis,Canary Islands,Plantaginaceae,RB633_Veronica arvensis_Canary Islands_Plantaginaceae,
RB230,Veronica arvensis,Spain,Plantaginaceae,RB230_Veronica arvensis_Spain_Plantaginaceae,
RB227,Veronica hederifolia,Spain,Plantaginaceae,RB227_Veronica hederifolia_Spain_Plantaginaceae,
RB927,Veronica hederifolia,Spain,Plantaginaceae,RB927_Veronica hederifolia_Spain_Plantaginaceae,
RB606,Veronica anagallis-aquatica,Canary Islands,Plantaginaceae,RB606_Veronica anagallis-aquatica_Canary Islands_Plantaginaceae,
RB928-2,#N/A,#N/A,#N/A,RB928-2_Veronica anagallis-aquatica_Morocco_Plantaginaceae,
RB231-2,#N/A,#N/A,#N/A,RB231-2_Veronica anagallis-aquatica_Italy_Plantaginaceae,
RB936,Veronica beccabunga,Portugal,Plantaginaceae,RB936_Veronica beccabunga_Portugal_Plantaginaceae,
RB228,Veronica beccabunga,France,Plantaginaceae,RB228_Veronica beccabunga_France_Plantaginaceae,
RB942,Veronica serpyllifolia,Spain,Plantaginaceae,RB942_Veronica serpyllifolia_Spain_Plantaginaceae,
RB226,Veronica serpyllifolia,France,Plantaginaceae,RB226_Veronica serpyllifolia_France_Plantaginaceae,
ODN51,Digitalis canariensis,Canary Islands,Plantaginaceae,ODN51_Digitalis canariensis_Canary Islands_Plantaginaceae,
RB862,Digitalis obscura,Spain,Plantaginaceae,RB862_Digitalis obscura_Spain_Plantaginaceae,
RB238,Digitalis parviflora,Spain,Plantaginaceae,RB238_Digitalis parviflora_Spain_Plantaginaceae,
RB225,Campylanthus spinosus,Yemen,Plantaginaceae,RB225_Campylanthus spinosus_Yemen_Plantaginaceae,
RB863,Campylanthus spinosus,Somalia,Plantaginaceae,RB863_Campylanthus spinosus_Somalia_Plantaginaceae,
RB315,Campylanthus salsoloides,Canary Islands,Plantaginaceae,RB315_Campylanthus salsoloides_Canary Islands_Plantaginaceae,
RB502,Globularia ascanii,Canary Islands,Plantaginaceae,RB502_Globularia ascanii_Canary Islands_Plantaginaceae,
RB529,Globularia salicina,Canary Islands,Plantaginaceae,RB529_Globularia salicina_Canary Islands_Plantaginaceae,
RB858,Globularia alypum,Morocco,Plantaginaceae,RB858_Globularia alypum_Morocco_Plantaginaceae,
RB857,Callitriche stagnalis,Morocco,Plantaginaceae,RB857_Callitriche stagnalis_Morocco_Plantaginaceae,
ODN137,Callitriche stagnalis,Canary Islands,Plantaginaceae,ODN137_Callitriche stagnalis_Canary Islands_Plantaginaceae,
RB239,Callitriche stagnalis,Spain,Plantaginaceae,RB239_Callitriche stagnalis_Spain_Plantaginaceae,
RB1009-2,#N/A,#N/A,#N/A,RB1009-2_Linaria micrantha_Canary Islands_Plantaginaceae,
RB235,Linaria micrantha,Spain,Plantaginaceae,RB235_Linaria micrantha_Spain_Plantaginaceae,
RB861,Linaria arvensis,Morocco,Plantaginaceae,RB861_Linaria arvensis_Morocco_Plantaginaceae,
RB641,Linaria simplex,Canary Islands,Plantaginaceae,RB641_Linaria simplex_Canary Islands_Plantaginaceae,
RB264,Linaria simplex,Spain,Plantaginaceae,RB264_Linaria simplex_Spain_Plantaginaceae,
RB860,Linaria simplex,France,Plantaginaceae,RB860_Linaria simplex_France_Plantaginaceae,
RB234,Linaria spartea,Portugal,Plantaginaceae,RB234_Linaria spartea_Portugal_Plantaginaceae,
RB846,Linaria spartea,Morocco,Plantaginaceae,RB846_Linaria spartea_Morocco_Plantaginaceae,
RB847,Linaria micrantha,Portugal,Plantaginaceae,RB847_Linaria micrantha_Portugal_Plantaginaceae,*
RB639,Nanorrhinum scoparium,Canary Islands,Plantaginaceae,RB639_Nanorrhinum scoparium_Canary Islands_Plantaginaceae,
RB471-2,#N/A,#N/A,#N/A,RB471-2_Nanorrhinum urbanii_Canary Islands_Plantaginaceae,
RB476,Nanorrhinum heterophyllum,Canary Islands,Plantaginaceae,RB476_Nanorrhinum heterophyllum_Canary Islands_Plantaginaceae,
RB614,Nanorrhinum sagittatum,Canary Islands,Plantaginaceae,RB614_Nanorrhinum sagittatum_Canary Islands_Plantaginaceae,
RB859,Nanorrhinum heterophyllum,Ethiopia,Plantaginaceae,RB859_Nanorrhinum heterophyllum_Ethiopia_Plantaginaceae,
RB224,Nanorrhinum heterophyllum,Ethiopia,Plantaginaceae,RB224_Nanorrhinum heterophyllum_Ethiopia_Plantaginaceae,
ODN160,Kickxia pendula,Canary Islands,Plantaginaceae,ODN160_Kickxia pendula_Canary Islands_Plantaginaceae,*
RB891,Kickxia commutata,Morocco,Plantaginaceae,RB891_Kickxia commutata_Morocco_Plantaginaceae,
ODN124-2,#N/A,#N/A,#N/A,ODN124-2_Kickxia commutata_Canary Islands_Plantaginaceae,
RB237,Kickxia commutata,Spain,Plantaginaceae,RB237_Kickxia commutata_Spain_Plantaginaceae,
RB993,Scrophularia smithii,Canary Islands,Scrophulariaceae,RB993_Scrophularia smithii_Canary Islands_Scrophulariaceae,
RB976,Scrophularia calliantha,Canary Islands,Scrophulariaceae,RB976_Scrophularia calliantha_Canary Islands_Scrophulariaceae,
RB987,Scrophularia glabrata,Canary Islands,Scrophulariaceae,RB987_Scrophularia glabrata_Canary Islands_Scrophulariaceae,
RB553,Scrophularia grandiflora,Portugal,Scrophulariaceae,RB553_Scrophularia grandiflora_Portugal_Scrophulariaceae,
RB919,Scrophularia auriculata,Morocco,Scrophulariaceae,RB919_Scrophularia auriculata_Morocco_Scrophulariaceae,
RB603,Scrophularia arguta,Canary Islands,Scrophulariaceae,RB603_Scrophularia arguta_Canary Islands_Scrophulariaceae,
RB920,Scrophularia arguta,Eritrea,Scrophulariaceae,RB920_Scrophularia arguta_Eritrea_Scrophulariaceae,
RB966,Camptoloma lyperiiflorum,Namibia,Scrophulariaceae,RB966_Camptoloma lyperiiflorum_Namibia_Scrophulariaceae,
K20,Camptoloma rotundifolium,Namibia,Scrophulariaceae,K20_Camptoloma rotundifolium_Namibia_Scrophulariaceae,
RB676,Justicia dalaensis,Congo,Acanthaceae,RB676_Justicia dalaensis_Congo_Acanthaceae,
RB23-2,#N/A,#N/A,#N/A,RB23-2_Justicia cordata_Ethiopia_Acanthaceae,
RB466-2,#N/A,#N/A,#N/A,RB466-2_Justicia hyssopifolia_Canary Islands_Acanthaceae,
RB222,Globularia arabica,Morocco,Plantaginaceae,RB222_Globularia arabica_Morocco_Plantaginaceae,*
RB889,Stachys arvensis,Portugal,Lamiaceae,RB889_Stachys arvensis_Portugal_Lamiaceae,
RB175-2,#N/A,#N/A,#N/A,RB175-2_Stachys arvensis_Spain_Lamiaceae,
ODN139-2,#N/A,#N/A,#N/A,ODN139-2_Stachys arvensis_Canary Islands_Lamiaceae,
RB194,Stachys ocymastrum,Spain,Lamiaceae,RB194_Stachys ocymastrum_Spain_Lamiaceae,
RB469-2,#N/A,#N/A,#N/A,RB469-2_Stachys ocymastrum_Canary Islands_Lamiaceae,
RB873,Stachys ocymastrum,Morocco,Lamiaceae,RB873_Stachys ocymastrum_Morocco_Lamiaceae,
RB489,Sideritis lotsyi,Canary Islands,Lamiaceae,RB489_Sideritis lotsyi_Canary Islands_Lamiaceae,
ODN140,Sideritis infernalis,Canary Islands,Lamiaceae,ODN140_Sideritis infernalis_Canary Islands_Lamiaceae,
ODN159,Sideritis pumila,Canary Islands,Lamiaceae,ODN159_Sideritis pumila_Canary Islands_Lamiaceae,
ODN154,Sideritis guayedrae,Canary Islands,Lamiaceae,ODN154_Sideritis guayedrae_Canary Islands_Lamiaceae,
RB636,Sideritis nervosa,Canary Islands,Lamiaceae,RB636_Sideritis nervosa_Canary Islands_Lamiaceae,
RB491,Sideritis ferrensis,Canary Islands,Lamiaceae,RB491_Sideritis ferrensis_Canary Islands_Lamiaceae,
RB969,Sideritis eriocephala,Canary Islands,Lamiaceae,RB969_Sideritis eriocephala_Canary Islands_Lamiaceae,
RB501,Sideritis santosii,Canary Islands,Lamiaceae,RB501_Sideritis santosii_Canary Islands_Lamiaceae,
E01016368,Sideritis marmorea,Canary Islands,Lamiaceae,E01016368_Sideritis marmorea_Canary Islands_Lamiaceae,
RB503,Sideritis amagroi,Canary Islands,Lamiaceae,RB503_Sideritis amagroi_Canary Islands_Lamiaceae,
ODN153-2,#N/A,#N/A,#N/A,ODN153-2_Sideritis dasygnaphala_Canary Islands_Lamiaceae,
RB573,Sideritis cystosiphon,Canary Islands,Lamiaceae,RB573_Sideritis cystosiphon_Canary Islands_Lamiaceae,
RB490-2,#N/A,#N/A,#N/A,RB490-2_Sideritis discolor_Canary Islands_Lamiaceae,
ODN161-2,#N/A,#N/A,#N/A,ODN161-2_Sideritis sventenii_Canary Islands_Lamiaceae,
RB498-2,#N/A,#N/A,#N/A,RB498-2_Sideritis brevicaulis_Canary Islands_Lamiaceae,
RB517-2,#N/A,#N/A,#N/A,RB517-2_Sideritis mascaensis_Canary Islands_Lamiaceae,
ODN141-2,#N/A,#N/A,#N/A,ODN141-2_Sideritis dendrochahorra_Canary Islands_Lamiaceae,
ODN156,Sideritis oroteneriffae,Canary Islands,Lamiaceae,ODN156_Sideritis oroteneriffae_Canary Islands_Lamiaceae,
ODN142,Sideritis cretica,Canary Islands,Lamiaceae,ODN142_Sideritis cretica_Canary Islands_Lamiaceae,
RB488,Sideritis gomeraea,Canary Islands,Lamiaceae,RB488_Sideritis gomeraea_Canary Islands_Lamiaceae,
RB982,Sideritis macrostachyos,Canary Islands,Lamiaceae,RB982_Sideritis macrostachyos_Canary Islands_Lamiaceae,
P03000055,Sideritis kuegleriana,Canary Islands,Lamiaceae,P03000055_Sideritis kuegleriana_Canary Islands_Lamiaceae,
RB557,Sideritis canariensis,Canary Islands,Lamiaceae,RB557_Sideritis canariensis_Canary Islands_Lamiaceae,
RB615,Sideritis soluta,Canary Islands,Lamiaceae,RB615_Sideritis soluta_Canary Islands_Lamiaceae,
RB849,Sideritis leucantha,Spain,Lamiaceae,RB849_Sideritis leucantha_Spain_Lamiaceae,
RB888,Stachys germanica,Portugal,Lamiaceae,RB888_Stachys germanica_Portugal_Lamiaceae,
P03001671,Sideritis bolleana,Canary Islands,Lamiaceae,P03001671_Sideritis bolleana_Canary Islands_Lamiaceae,*
RB207,Marrubium vulgare,Netherlands,Lamiaceae,RB207_Marrubium vulgare_Netherlands_Lamiaceae,
ODN126,Marrubium vulgare,Canary Islands,Lamiaceae,ODN126_Marrubium vulgare_Canary Islands_Lamiaceae,
RB852,Marrubium vulgare,Morocco,Lamiaceae,RB852_Marrubium vulgare_Morocco_Lamiaceae,
RB635,Sideritis nutans,Canary Islands,Lamiaceae,RB635_Sideritis nutans_Canary Islands_Lamiaceae,*
ODN138-2,#N/A,#N/A,#N/A,ODN138-2_Teucrium heterophyllum_Canary Islands_Lamiaceae,
RB872,Teucrium eriocephalum,Spain,Lamiaceae,RB872_Teucrium eriocephalum_Spain_Lamiaceae,
RB193,Teucrium pyrenaicum,Spain,Lamiaceae,RB193_Teucrium pyrenaicum_Spain_Lamiaceae,
RB853-2,#N/A,#N/A,#N/A,RB853-2_Ajuga iva_Spain_Lamiaceae,
ODN6,Ajuga iva,Canary Islands,Lamiaceae,ODN6_Ajuga iva_Canary Islands_Lamiaceae,
RB203-2,#N/A,#N/A,#N/A,RB203-2_Ajuga iva_Morocco_Lamiaceae,
RB496,Micromeria helianthemifolia,Canary Islands,Lamiaceae,RB496_Micromeria helianthemifolia_Canary Islands_Lamiaceae,
RB478,Micromeria tenuis,Canary Islands,Lamiaceae,RB478_Micromeria tenuis_Canary Islands_Lamiaceae,
RB495,Micromeria benthamii,Canary Islands,Lamiaceae,RB495_Micromeria benthamii_Canary Islands_Lamiaceae,
RB597,Micromeria mahensenis,Canary Islands,Lamiaceae,RB597_Micromeria mahensenis_Canary Islands_Lamiaceae,
RB598,Micromeria lepida,Canary Islands,Lamiaceae,RB598_Micromeria lepida_Canary Islands_Lamiaceae,
RB472,Micromeria canariensis,Canary Islands,Lamiaceae,RB472_Micromeria canariensis_Canary Islands_Lamiaceae,
ODN143,Micromeria lanata,Canary Islands,Lamiaceae,ODN143_Micromeria lanata_Canary Islands_Lamiaceae,
RB494,Micromeria leucantha,Canary Islands,Lamiaceae,RB494_Micromeria leucantha_Canary Islands_Lamiaceae,
RB973,Micromeria lachnophylla,Canary Islands,Lamiaceae,RB973_Micromeria lachnophylla_Canary Islands_Lamiaceae,
RB558,Micromeria herpyllomorpha,Canary Islands,Lamiaceae,RB558_Micromeria herpyllomorpha_Canary Islands_Lamiaceae,
RB561,Micromeria lasiophylla,Canary Islands,Lamiaceae,RB561_Micromeria lasiophylla_Canary Islands_Lamiaceae,
ODN162,Micromeria glomerata,Canary Islands,Lamiaceae,ODN162_Micromeria glomerata_Canary Islands_Lamiaceae,
ODN144,Micromeria teneriffae,Canary Islands,Lamiaceae,ODN144_Micromeria teneriffae_Canary Islands_Lamiaceae,
RB559,Micromeria ericifolia,Canary Islands,Lamiaceae,RB559_Micromeria ericifolia_Canary Islands_Lamiaceae,
RB974,Micromeria rivas-martinezii,Canary Islands,Lamiaceae,RB974_Micromeria rivas-martinezii_Canary Islands_Lamiaceae,
RB851,Micromeria debilis,Morocco,Lamiaceae,RB851_Micromeria debilis_Morocco_Lamiaceae,
RB40,Illecebrum verticillatum,Spain,Caryophyllaceae,RB40_Illecebrum verticillatum_Spain_Caryophyllaceae,
RB576,Origanum vulgare,Canary Islands,Lamiaceae,RB576_Origanum vulgare_Canary Islands_Lamiaceae,
RB850,Origanum vulgare,Spain,Lamiaceae,RB850_Origanum vulgare_Spain_Lamiaceae,
RB176,Micromeria inodora,Morocco,Lamiaceae,RB176_Micromeria inodora_Morocco_Lamiaceae,*
RB980,Clinopodium nepeta,Spain,Lamiaceae,RB980_Clinopodium nepeta_Spain_Lamiaceae,
RB208,Clinopodium menthifolium,Netherlands,Lamiaceae,RB208_Clinopodium menthifolium_Netherlands_Lamiaceae,
RB876,Clinopodium menthifolium,Italy,Lamiaceae,RB876_Clinopodium menthifolium_Italy_Lamiaceae,
RB1006,Clinopodium nepeta,Italy,Lamiaceae,RB1006_Clinopodium nepeta_Italy_Lamiaceae,
RB474,Clinopodium menthifolium,Canary Islands,Lamiaceae,RB474_Clinopodium menthifolium_Canary Islands_Lamiaceae,
RB474-2,#N/A,#N/A,#N/A,RB474-2_Clinopodium menthifolium_Canary Islands_Lamiaceae,
ODN36,Bystropogon canariensis,Canary Islands,Lamiaceae,ODN36_Bystropogon canariensis_Canary Islands_Lamiaceae,
ODN35,Bystropogon plumosus,Canary Islands,Lamiaceae,ODN35_Bystropogon plumosus_Canary Islands_Lamiaceae,
RB318,Bystropogon origanifolius,Canary Islands,Lamiaceae,RB318_Bystropogon origanifolius_Canary Islands_Lamiaceae,
RB875,Clinopodium uhligii,Ethiopia,Lamiaceae,RB875_Clinopodium uhligii_Ethiopia_Lamiaceae,
RB202,Clinopodium simense,Ethiopia,Lamiaceae,RB202_Clinopodium simense_Ethiopia_Lamiaceae,
RB493,Micromeria pineolens,Canary Islands,Lamiaceae,RB493_Micromeria pineolens_Canary Islands_Lamiaceae,*
P03006433,Drepanocaryum sewerzowii,Unknown,Lamiaceae,P03006433_Drepanocaryum sewerzowii_Unknown_Lamiaceae,
K24,Drepanocaryum sewerzowii,Kyrgyz Republic,Lamiaceae,K24_Drepanocaryum sewerzowii_Kyrgyz Republic_Lamiaceae,
ODN158,Nepeta teydea,Canary Islands,Lamiaceae,ODN158_Nepeta teydea_Canary Islands_Lamiaceae,
ODN29-2,#N/A,#N/A,#N/A,ODN29-2_Cedronella canariensis_Canary Islands_Lamiaceae,
RB890,Salvia montbretii,Turkey,Lamiaceae,RB890_Salvia montbretii_Turkey_Lamiaceae,
RB210,Salvia amplexicaulis,Greece,Lamiaceae,RB210_Salvia amplexicaulis_Greece_Lamiaceae,
RB492,Salvia canariensis,Canary Islands,Lamiaceae,RB492_Salvia canariensis_Canary Islands_Lamiaceae,
RB510,Salvia herbanica,Canary Islands,Lamiaceae,RB510_Salvia herbanica_Canary Islands_Lamiaceae,
RB515,Salvia aegyptiaca,Canary Islands,Lamiaceae,RB515_Salvia aegyptiaca_Canary Islands_Lamiaceae,
RB874,Salvia aegyptiaca,Morocco,Lamiaceae,RB874_Salvia aegyptiaca_Morocco_Lamiaceae,
RB195,Salvia aegyptiaca,Morocco,Lamiaceae,RB195_Salvia aegyptiaca_Morocco_Lamiaceae,
RB560,Lavandula pinnata,Canary Islands,Lamiaceae,RB560_Lavandula pinnata_Canary Islands_Lamiaceae,
RB497,Lavandula minutolii,Canary Islands,Lamiaceae,RB497_Lavandula minutolii_Canary Islands_Lamiaceae,
RB177,Lavandula coronopifolia,Morocco,Lamiaceae,RB177_Lavandula coronopifolia_Morocco_Lamiaceae,
E00674527,Lavandula citriodora,Yemen,Lamiaceae,E00674527_Lavandula citriodora_Yemen_Lamiaceae,
RB212,Stachys germanica,Austria,Lamiaceae,RB212_Stachys germanica_Austria_Lamiaceae,*
RB241,Odontites luteus,Spain,Orobanchaceae,RB241_Odontites luteus_Spain_Orobanchaceae,
RB844,Cistanche phelypaea,Portugal,Orobanchaceae,RB844_Cistanche phelypaea_Portugal_Orobanchaceae,
RB240,Parentucellia viscosa,France,Orobanchaceae,RB240_Parentucellia viscosa_France_Orobanchaceae,
RB848-2,#N/A,#N/A,#N/A,RB848-2_Phillyrea angustifolia_Morocco_Oleaceae,
RB188,Phillyrea angustifolia,Spain,Oleaceae,RB188_Phillyrea angustifolia_Spain_Oleaceae,
ODN132,Phillyrea angustifolia,Canary Islands,Oleaceae,ODN132_Phillyrea angustifolia_Canary Islands_Oleaceae,
RB483-2,#N/A,#N/A,#N/A,RB483-2_Picconia excelsa_Canary Islands_Oleaceae,
RB174,Olea europaea,Morocco,Oleaceae,RB174_Olea europaea_Morocco_Oleaceae,
RB887,Olea europaea,Portugal,Oleaceae,RB887_Olea europaea_Portugal_Oleaceae,
RB307,Chrysojasminum odoratissimum,Canary Islands,Oleaceae,RB307_Chrysojasminum odoratissimum_Canary Islands_Oleaceae,
RB337,Convolvulus scoparius,Canary Islands,Convolvulaceae,RB337_Convolvulus scoparius_Canary Islands_Convolvulaceae,
ODN65,Convolvulus floridus,Canary Islands,Convolvulaceae,ODN65_Convolvulus floridus_Canary Islands_Convolvulaceae,
RB82,Convolvulus lanuginosus,Spain,Convolvulaceae,RB82_Convolvulus lanuginosus_Spain_Convolvulaceae,
RB772,Convolvulus cneorum,Italy,Convolvulaceae,RB772_Convolvulus cneorum_Italy_Convolvulaceae,
RB338,Convolvulus lopezsocasii,Canary Islands,Convolvulaceae,RB338_Convolvulus lopezsocasii_Canary Islands_Convolvulaceae,
ODN66,Convolvulus canariensis,Canary Islands,Convolvulaceae,ODN66_Convolvulus canariensis_Canary Islands_Convolvulaceae,
RB339,Convolvulus fruticulosus,Canary Islands,Convolvulaceae,RB339_Convolvulus fruticulosus_Canary Islands_Convolvulaceae,
ODN64,Convolvulus perraudieri,Canary Islands,Convolvulaceae,ODN64_Convolvulus perraudieri_Canary Islands_Convolvulaceae,
RB513,Convolvulus volubilis,Canary Islands,Convolvulaceae,RB513_Convolvulus volubilis_Canary Islands_Convolvulaceae,
RB336,Convolvulus subauriculatus,Canary Islands,Convolvulaceae,RB336_Convolvulus subauriculatus_Canary Islands_Convolvulaceae,
RB773,Convolvulus arvensis,Netherlands,Convolvulaceae,RB773_Convolvulus arvensis_Netherlands_Convolvulaceae,
RB108,Convolvulus supinus,Morocco,Convolvulaceae,RB108_Convolvulus supinus_Morocco_Convolvulaceae,
ODN63,Convolvulus siculus,Canary Islands,Convolvulaceae,ODN63_Convolvulus siculus_Canary Islands_Convolvulaceae,
RB115,Convolvulus siculus,Morocco,Convolvulaceae,RB115_Convolvulus siculus_Morocco_Convolvulaceae,
RB771,Convolvulus tricolor,Morocco,Convolvulaceae,RB771_Convolvulus tricolor_Morocco_Convolvulaceae,
RB785,Convolvulus althaeoides,Portugal,Convolvulaceae,RB785_Convolvulus althaeoides_Portugal_Convolvulaceae,
RB79,Convolvulus althaeoides,Spain,Convolvulaceae,RB79_Convolvulus althaeoides_Spain_Convolvulaceae,
RB779,Calystegia soldanella,Spain,Convolvulaceae,RB779_Calystegia soldanella_Spain_Convolvulaceae,*
RB109,Convolvulus arvensis,Spain,Convolvulaceae,RB109_Convolvulus arvensis_Spain_Convolvulaceae,
RB341,Convolvulus arvensis,Canary Islands,Convolvulaceae,RB341_Convolvulus arvensis_Canary Islands_Convolvulaceae,
RB770,Ipomoea imperati,Ivory Coast,Convolvulaceae,RB770_Ipomoea imperati_Ivory Coast_Convolvulaceae,
RB104,Cuscuta planiflora,Ethiopia,Cuscutaceae,RB104_Cuscuta planiflora_Ethiopia_Cuscutaceae,*
RB746,Cuscuta approximata,Spain,Cuscutaceae,RB746_Cuscuta approximata_Spain_Cuscutaceae,
RB81,Cuscuta approximata,Spain,Cuscutaceae,RB81_Cuscuta approximata_Spain_Cuscutaceae,
RB745,Cuscuta planiflora,Morocco,Cuscutaceae,RB745_Cuscuta planiflora_Morocco_Cuscutaceae,*
RB333,Cuscuta approximata,Canary Islands,Cuscutaceae,RB333_Cuscuta approximata_Canary Islands_Cuscutaceae,
RB793,Convolvulus siculus,Spain,Convolvulaceae,RB793_Convolvulus siculus_Spain_Convolvulaceae,*
RB893,Lycium intricatum,Portugal,Solanaceae,RB893_Lycium intricatum_Portugal_Solanaceae,
RB422,Lycium intricatum,Morocco,Solanaceae,RB422_Lycium intricatum_Morocco_Solanaceae,
RB551,Hyoscyamus albus,Morocco,Solanaceae,RB551_Hyoscyamus albus_Morocco_Solanaceae,
RB629,Valantia hispida,Canary Islands,Rubiaceae,RB629_Valantia hispida_Canary Islands_Rubiaceae,
RB223,Valantia hispida,Spain,Rubiaceae,RB223_Valantia hispida_Spain_Rubiaceae,
RB895,Valantia hispida,Spain,Rubiaceae,RB895_Valantia hispida_Spain_Rubiaceae,
RB605,Sherardia arvensis,Canary Islands,Rubiaceae,RB605_Sherardia arvensis_Canary Islands_Rubiaceae,
RB261,Sherardia arvensis,Morocco,Rubiaceae,RB261_Sherardia arvensis_Morocco_Rubiaceae,
